asv	BOI.B.GAR.GUT1	BOI.B.GAR.GUT10	BOI.B.GAR.GUT2	BOI.B.GAR.GUT3	BOI.B.GAR.GUT4	BOI.B.GAR.GUT5	BOI.B.GAR.GUT6	BOI.B.GAR.GUT7	BOI.B.GAR.GUT8	BOI.B.GAR.GUT9	BOI.B.W1.ADN1	BOI.B.W2.ADN1	BOI.B.W2.SED1	BOI.B.W3.ADN1	CHA.B.GAR.GUT1	CHA.B.GAR.GUT10	CHA.B.GAR.GUT2	CHA.B.GAR.GUT3	CHA.B.GAR.GUT4	CHA.B.GAR.GUT5	CHA.B.GAR.GUT6	CHA.B.GAR.GUT7	CHA.B.GAR.GUT8	CHA.B.GAR.GUT9	CHA.B.PER.GUT1	CHA.B.PER.GUT10	CHA.B.PER.GUT2	CHA.B.PER.GUT3	CHA.B.PER.GUT4	CHA.B.PER.GUT5	CHA.B.PER.GUT6	CHA.B.PER.GUT7	CHA.B.PER.GUT8	CHA.B.PER.GUT9	CHA.B.W1.ADN1	CHA.B.W2.ADN1	CHA.B.W2.SED1	CHA.B.W3.ADN1	CRJ.B.GAR.GUT1	CRJ.B.GAR.GUT10	CRJ.B.GAR.GUT2	CRJ.B.GAR.GUT3	CRJ.B.GAR.GUT4	CRJ.B.GAR.GUT5	CRJ.B.GAR.GUT6	CRJ.B.GAR.GUT7	CRJ.B.GAR.GUT8	CRJ.B.GAR.GUT9	CRJ.B.PER.GUT1	CRJ.B.PER.GUT10	CRJ.B.PER.GUT2	CRJ.B.PER.GUT3	CRJ.B.PER.GUT4	CRJ.B.PER.GUT5	CRJ.B.PER.GUT6	CRJ.B.PER.GUT7	CRJ.B.PER.GUT8	CRJ.B.PER.GUT9	CRJ1.B.W1.ADN1	CRJ1.B.W2.ADN1	CRJ1.B.W2.SED1	CRJ1.B.W3.ADN1	CRJ2.B.W1.ADN1	CRJ2.B.W2.ADN1	CRJ2.B.W2.SED1	CRJ2.B.W3.ADN1	CTL.B.GAR.GUT1	CTL.B.GAR.GUT10	CTL.B.GAR.GUT2	CTL.B.GAR.GUT3	CTL.B.GAR.GUT4	CTL.B.GAR.GUT5	CTL.B.GAR.GUT6	CTL.B.GAR.GUT7	CTL.B.GAR.GUT8	CTL.B.GAR.GUT9	CTL.B.PER.GUT1	CTL.B.PER.GUT10	CTL.B.PER.GUT2	CTL.B.PER.GUT3	CTL.B.PER.GUT4	CTL.B.PER.GUT5	CTL.B.PER.GUT6	CTL.B.PER.GUT7	CTL.B.PER.GUT8	CTL.B.PER.GUT9	CTL.B.W1.ADN1	CTL.B.W2.ADN1	CTL.B.W2.SED1	CTL.B.W3.ADN1	GDP.B.GAR.GUT1	GDP.B.GAR.GUT10	GDP.B.GAR.GUT2	GDP.B.GAR.GUT3	GDP.B.GAR.GUT4	GDP.B.GAR.GUT5	GDP.B.GAR.GUT6	GDP.B.GAR.GUT7	GDP.B.GAR.GUT8	GDP.B.GAR.GUT9	GDP.B.PER.GUT1	GDP.B.PER.GUT10	GDP.B.PER.GUT2	GDP.B.PER.GUT3	GDP.B.PER.GUT4	GDP.B.PER.GUT5	GDP.B.PER.GUT6	GDP.B.PER.GUT7	GDP.B.PER.GUT8	GDP.B.PER.GUT9	GDP.B.W1.ADN1	GDP.B.W2.ADN1	GDP.B.W2.SED1	GDP.B.W3.ADN1	JAB.B.GAR.GUT1	JAB.B.GAR.GUT10	JAB.B.GAR.GUT2	JAB.B.GAR.GUT3	JAB.B.GAR.GUT4	JAB.B.GAR.GUT5	JAB.B.GAR.GUT6	JAB.B.GAR.GUT7	JAB.B.GAR.GUT8	JAB.B.GAR.GUT9	JAB.B.PER.GUT1	JAB.B.PER.GUT2	JAB.B.PER.GUT3	JAB.B.PER.GUT5	JAB.B.W1.ADN1	JAB.B.W2.ADN1	JAB.B.W2.SED1	JAB.B.W3.ADN1	T.extract.2.ADN1	TRI.B.GAR.GUT1	TRI.B.GAR.GUT10	TRI.B.GAR.GUT2	TRI.B.GAR.GUT3	TRI.B.GAR.GUT4	TRI.B.GAR.GUT5	TRI.B.GAR.GUT6	TRI.B.GAR.GUT7	TRI.B.GAR.GUT8	TRI.B.GAR.GUT9	TRI.B.PER.GUT1	TRI.B.PER.GUT10	TRI.B.PER.GUT2	TRI.B.PER.GUT3	TRI.B.PER.GUT4	TRI.B.PER.GUT5	TRI.B.PER.GUT6	TRI.B.PER.GUT7	TRI.B.PER.GUT8	TRI.B.PER.GUT9	VAI.B.GAR.GUT1	VAI.B.GAR.GUT10	VAI.B.GAR.GUT2	VAI.B.GAR.GUT3	VAI.B.GAR.GUT4	VAI.B.GAR.GUT5	VAI.B.GAR.GUT6	VAI.B.GAR.GUT7	VAI.B.GAR.GUT8	VAI.B.GAR.GUT9	VAI.B.W1.ADN1	VAI.B.W2.ADN1	VAI.B.W2.SED1	VAI.B.W3.ADN1	VER.B.GAR.GUT1	VER.B.GAR.GUT10	VER.B.GAR.GUT2	VER.B.GAR.GUT3	VER.B.GAR.GUT4	VER.B.GAR.GUT5	VER.B.GAR.GUT6	VER.B.GAR.GUT7	VER.B.GAR.GUT8	VER.B.GAR.GUT9	VER.B.PER.GUT1	VER.B.PER.GUT10	VER.B.PER.GUT2	VER.B.PER.GUT3	VER.B.PER.GUT4	VER.B.PER.GUT5	VER.B.PER.GUT6	VER.B.PER.GUT7	VER.B.PER.GUT8	VER.B.PER.GUT9	VER.B.W1.ADN1	VER.B.W2.ADN1	VER.B.W2.SED1	VER.B.W3.ADN1
ASV_00021	0	0	6	284	0	0	0	0	0	169	0	15	0	13	68	338	122	14	7	97	8	47	19	299	0	542	42	464	75	0	0	0	14	60	22	11	0	25	152	111	0	0	28	0	334	720	161	0	17	0	0	0	254	0	0	30	0	0	37	42	0	20	22	22	0	24	0	20	17	91	25	224	0	887	859	98	0	53	408	40	618	120	42	0	97	392	50	58	0	0	208	24	10	149	34	0	31	431	0	37	2200	13	22	0	0	12	0	0	69	35	20	57	59	33	48	1761	113	0	219	90	443	139	0	37	1568	0	0	3256	76	73	0	68	0	366	385	0	65	811	0	55	717	0	65	0	0	0	0	0	45	0	89	0	57	88	0	0	0	0	1134	28	0	0	105	0	0	0	0	0	469	71	462	583	104	0	312	917	186	0	227	0	0	0	34	119	0	0	0	40	0	0	57
ASV_00022	0	0	0	0	0	0	0	0	0	0	0	17	0	29	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	35	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	40	0	0	0	118	121	0	561	901	884	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	247	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	38	0	225	24	56	646	0	50	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	123	0	200	95	88	145	85	197	56	18	102	383	1468	53	700	717	425	62	51	3771	6795	157	5250
ASV_00023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	4227	65	0	0	3543	0	0	11064	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	32	0	33	0	0	453	0	0	0	0	0	0	0	0	0	325	0	0	0	0	4367	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00024	68	0	73	0	0	0	855	0	268	232	0	0	0	0	18	0	0	0	151	33	10	24	0	143	38	2537	0	41	0	0	0	15	0	0	0	0	0	0	45	136	210	885	469	0	334	1521	178	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	85	0	0	0	471	0	0	0	0	0	46	0	0	0	0	0	192	199	0	0	0	0	0	0	379	1634	0	0	0	101	1162	188	0	367	117	0	0	13	0	15	0	0	1220	0	0	0	0	0	0	193	0	0	0	0	26	0	0	0	162	0	0	0	0	0	0	0	0	2209	505	0	62	800	612	243	272	0	74	35	0	0	10	0	0	0	32	0	0	0	125	0	0	0	199	0	0	0	0	0	0	0	0	38	469	1452	114	27	0	0	164	47	0	0	0	0	0	289	0	157	0	0	298	0	0	0	0
ASV_00025	0	0	0	0	0	0	0	0	0	0	14	16	0	29	0	0	0	0	0	0	0	0	0	0	0	549	578	0	0	13824	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	256	9	0	0	0	24	225	36	2754	0	0	0	0	0	0	0	0	1318	0	0	0	0	45	0	0	0	0	0	77	929	156	46	59	0	17	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	75	0	60	0	472	0	45	512	45	5	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	20	0	0	0	0	0	0	0	0	0	0	0	0	5	175	112	0	8	0	0	0
ASV_00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	24	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	44	64	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	54	0	0	0	0	0	0	0	0	0	0	180	0	153	0	7580	6677	0	6612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	494	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00027	0	0	15	0	30	0	25	8	72	0	0	0	0	0	519	1279	101	87	24	530	8	112	306	264	0	262	0	473	5291	0	0	0	13	2147	0	0	0	0	16	29	99	0	0	4	0	0	0	12	0	0	76	0	18	0	18	0	0	25	0	0	0	0	0	0	0	0	16	0	0	11	0	0	0	0	0	666	0	21	1021	57	0	364	15	0	3203	99	0	0	0	0	17	17	64	0	0	12	0	13	24	33	20	0	0	0	0	73	0	45	0	8	0	0	0	0	0	9	108	0	6	0	43	0	16	0	1237	0	11	782	0	0	0	0	0	47	0	15	24	10	39	0	54	0	0	0	76	0	0	0	0	0	96	0	0	0	117	6	0	0	0	0	0	0	0	0	0	0	0	9	11	67	0	12	0	193	0	38	271	0	0	38	0	31	0	46	0	0	26	0	0	0	0
ASV_00028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	81	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	17	48	22	0	41	0	16	62	68	0	125	12	29	46	0	0	33	0	0	0	62	133	133	1642	39	5352	5250	0	5008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	254	409	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	127	0	0
ASV_00029	0	0	0	0	0	0	0	0	0	0	369	356	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3475	2241	7	2105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	181	171	0	0	231	206	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1833	1650	0	1076	0	0	0	0	0	0	0	0	0	0	0	11	0	0	8	0	0	0	0	0	466	401	0	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	701	0	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	304	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	85	0	131
ASV_00030	0	391	708	0	152	893	121	0	2595	43	0	0	0	0	1122	0	54	153	111	177	434	287	221	164	182	377	628	123	730	506	1065	2890	1615	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	64	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	49	0	0	0	0	72	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	766	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	118	0	0	435	0	0	0	0	0	258	0	0	0	0	312	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0
ASV_00031	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	269	113	99	1407	128	435	758	2077	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	159	0	0	0	1686	0	0	0	0	0	0	0	0	0	0	0	956	689	0	0	0	0	0	0	0	213	0	0	0	21	1014	756	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	1548	0	134	284	885	426	205	0	133	0	0	0	0	0	0	0	0	0	0	258	92	25	0	0	608	0	0	0	322	0	0	0	0	47	0	220	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00032	0	0	31	0	0	15	0	0	0	0	594	564	0	862	0	0	4	10	0	8	0	0	0	9	45	33	19	0	64	153	42	123	31	19	1556	811	12	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	583	537	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	6	98	61	44	97	50	104	61	45	61	759	836	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	15	24	0	0	0	5	0	74	8	0	36	12	9	54	0	0	54	170	33	7	23	9	8	12	1329	2366	24	1447	18	0	3	38	0	0	0	0	0	0	0	0	11	0	0	17	0	0	0	0	395	530	23	256
ASV_00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	138	35	0	0	0	0	0	0	22	0	0	0	2	0	23	0	0	0	0	0	0	0	0	618	0	715	15	30	40	0	477	32	873	0	811	2735	789	110	24	943	3396	86	820	0	0	0	0	0	0	0	0	724	0	0	0	44	496	0	474	73	0	0	502	1423	0	0	0	335	160	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	13	0	121	221	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV_00034	66	0	351	15	35	984	210	0	74	54	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	104	1876	133	147	2472	54	319	0	0	35	22	262	18	0	0	0	0	45	0	9	0	0	0	0	0	0	0	0	0	0	136	0	0	0	48	0	0	0	0	0	0	0	112	72	0	54	0	0	0	0	188	0	105	0	54	2000	392	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	51	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	315	0	0	2535	0	50	436	0	107	122	0	450	0	174	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1539	143	98	28	0	0	0	0	0	0	0	119	141	44	296	0	197	0	0	284	0	9	0	0
ASV_00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	21	8	0	35	0	0	0	0	198	0	80	77	54	72	0	176	0	573	85	865	687	0	672	0	0	0	0	48	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	209	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	84	233	16	0	27	67	44	17	285	5731	53	294	581	465	498	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	82	0	0	108	49	155	0	139	143	64	55	0	668	1372	284	1243
ASV_00036	0	0	22	0	0	0	0	0	0	0	76	86	0	94	0	0	0	0	0	0	19	0	0	14	0	0	0	0	26	31	0	0	0	0	0	0	23	26	21	27	30	0	0	0	0	0	7	101	0	209	80	61	145	73	289	42	273	130	151	125	52	168	72	68	24	69	63	0	0	0	0	45	0	35	6	21	25	55	0	0	56	10	0	0	19	0	37	62	14	51	16	0	0	0	38	0	0	0	20	11	118	113	370	118	191	196	1164	116	162	32	488	473	22	362	31	33	68	19	23	26	57	16	23	97	340	52	107	49	127	121	0	104	0	0	0	0	0	0	0	23	13	0	31	0	0	0	122	0	0	140	68	0	58	0	0	0	0	0	0	0	0	0	0	26	57	0	44	123	95	12	157	78	64	113	47	106	32	24	519	766	1664	44	1708	862	583	162	30	535	454	27	417
ASV_00037	1039	181	19	0	36	2603	61	17	62	0	0	0	7	13	0	0	0	0	0	0	24	17	0	0	0	17	0	0	6	0	0	10	656	0	0	0	0	0	0	292	38	1349	33	39	276	16	0	0	0	0	20	62	80	0	0	0	24	23	0	0	0	6	0	0	0	0	0	0	0	0	27	20	0	0	0	0	0	0	0	0	26	0	29	0	0	0	0	0	0	0	210	633	0	0	40	135	127	358	0	60	0	135	0	0	69	183	0	0	1395	44	0	0	0	0	0	205	0	0	0	0	92	0	2114	35	0	0	0	0	0	0	0	0	0	0	584	0	0	356	10	0	0	0	77	161	0	144	8	0	0	0	0	0	0	571	359	13	32	391	322	116	0	18	121	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	76	226	25	25	25	0	18	0	27	0	0	0	0
ASV_00038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	43	53	46	16	20	0	41	21	142	80	91	66	39	166	385	45	413	61	33	5991	3478	41	3526	0	0	6	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	23	0	39	48	36	170	21	34	31	0	0	0	56	0	10	12	0	0	0	122	362	10	219
ASV_00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	161	102	104	260	118	71	201	120	287	172	73	63	83	137	260	42	169	73	88	5721	3443	22	3814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15962	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	11	0	17	66	0	0	0	62	56	26	52	56	22	189	72	39	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	74	139	16	76	46	78	73	31	52	138	99	10	167	0	49	66	0	10	22	35	24	21	240	1250	72	920	208	4503	3230	0	3028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	41	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0
ASV_00042	0	0	0	0	0	0	0	0	0	0	77	60	0	46	31	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	17	0	35	49	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	402	0	219	640	609	0	545	0	0	0	0	0	0	0	0	0	7	0	0	39	0	0	0	0	0	0	0	4312	3441	0	2379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	184	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	197	0	219	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	320	0	196
ASV_00043	0	0	0	0	0	12	0	0	0	0	1567	1374	0	1584	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	8	0	0	0	0	54	34	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	1122	404	43	1940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	109	0	131	0	0	0	0	0	0	0	0	0	8	33	607	541	69	333	54	0	356	58	272	871	649	0	1638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	64	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	179	39	100
ASV_00044	0	0	139	0	62	0	0	0	290	28	780	845	0	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	38	35	0	49	0	0	0	0	82	0	0	0	55	104	0	44	0	0	29	694	812	85	867	1058	916	0	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	17	0	153	193	114	120	0	80	127	0	54	240	353	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	33	0	0	0	75	0	32	431	0	60	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	42	0	60	88	56	176	0	113	0	0	0	64	169	0	65	122	71	0	0	432	1062	206	613
ASV_00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	69	0	328	0	396	436	0	876	659	672	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	19	0	0	0	0	0	0	0	0	31	80	398	109	123	86	191	45	45	34	1263	1771	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	26	0	0	0	0	0	152	0	0	0	379	0	0	863	84	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	119	0	0	0	0	81	0	0	0	165	543	0	184	171	130	0	0	486	1047	197	792
ASV_00046	0	0	65	38	81	53	77	48	0	0	0	31	115	30	0	65	54	0	116	59	0	94	48	76	0	61	0	0	0	48	0	116	0	0	1018	585	244	702	130	109	104	0	0	18	0	45	0	224	0	156	130	174	309	0	215	56	229	102	297	229	189	308	137	169	214	146	86	0	0	0	0	72	16	0	0	43	0	128	34	0	88	31	0	0	0	0	0	0	123	0	36	0	108	53	45	0	0	0	0	33	0	0	113	0	0	0	144	0	60	0	207	263	307	174	44	0	0	0	0	10	0	0	0	0	0	0	0	0	0	9	68	0	0	0	0	0	50	0	0	38	179	0	58	0	0	0	72	0	51	45	68	40	26	0	34	97	0	57	41	80	0	137	0	52	94	138	127	57	71	0	77	436	440	371	273	210	192	0	21	0	184	0	89	80	19	0	0	141	207	161	179
ASV_00047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	33	29	20	17	26	169	56	0	80	0	907	0	0	0	22	0	0	283	0	0	0	0	0	0	227	0	131	0	50	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	2054	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	468	0	0	73	947	95	361	0	31	0	59	32	0	32	21	0	0	276	0	0	0	0	0	0	44	56	0	0	0	0	0	828	0	0	0	0	35	0	0	0	0	0	183	1172	0	0	671	0	237	138	79	277	113	17	45	78	55	0	29	0	0	0	0	0	0	38	0	59	0	0	0	84	0	0	0	0	107	60	216	0	0	0	0	67	0	0	0	0	121	37	601	112	156	942	160	726	0	0	0	0
ASV_00048	0	0	0	8705	214	72	0	4668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
